categories,description,hauteur,largeur,longueur,poids,prix,sku,stock,tags,titre,url
"['bronze bell', 'pokemon']",Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,4,4,4,412.3,110.0,3873,191,"['bronze bell', 'bronzong', 'levitate']",Bronzong,https://scrapeme.live/shop/Bronzong/
"['pokemon', 'skunk']",It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,3,3,3,83.8,112.0,6511,56,"['skunk', 'skuntank', 'stench']",Skuntank,https://scrapeme.live/shop/Skuntank/
"['magical', 'pokemon']",Its cries sound like incantations to torment the foe. It appears where you least expect it.,2,2,2,9.7,38.0,7198,215,"['levitate', 'magical', 'mismagius']",Mismagius,https://scrapeme.live/shop/Mismagius/
"['pokemon', 'rabbit']","The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",3,3,3,73.4,123.0,1079,85,"['cute charm', 'lopunny', 'rabbit']",Lopunny,https://scrapeme.live/shop/Lopunny/
"['magnet area', 'pokemon']",It evolved from exposure to a special magnetic field. Three units generate magnetism.,3,3,3,396.8,190.0,1538,108,"['magnet area', 'magnezone', 'sturdy']",Magnezone,https://scrapeme.live/shop/Magnezone/
"['frost tree', 'pokemon']",It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,7,7,7,298.7,46.0,1468,61,"['abomasnow', 'frost tree', 'snow warning']",Abomasnow,https://scrapeme.live/shop/Abomasnow/
"['frost tree', 'pokemon']","In the spring, it grows berries with the texture of frozen treats around its belly.",3,3,3,111.3,104.0,3404,143,"['frost tree', 'snover', 'snow warning']",Snover,https://scrapeme.live/shop/Snover/
"['kite', 'pokemon']","When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",3,3,3,143.3,121.0,5241,117,"['kite', 'mantyke', 'water absorb']",Mantyke,https://scrapeme.live/shop/Mantyke/
"['neon', 'pokemon']","To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",3,3,3,52.9,72.0,6600,76,"['lumineon', 'neon', 'swift swim']",Lumineon,https://scrapeme.live/shop/Lumineon/
"['pokemon', 'wing fish']","After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",1,1,1,15.4,172.0,1938,66,"['finneon', 'swift swim', 'wing fish']",Finneon,https://scrapeme.live/shop/Finneon/
"['bug catcher', 'pokemon']",It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,4,4,4,59.5,60.0,3611,245,"['bug catcher', 'carnivine', 'levitate']",Carnivine,https://scrapeme.live/shop/Carnivine/
"['pokemon', 'toxic mouth']",Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,4,4,4,97.9,145.0,4991,108,"['dry skin', 'toxic mouth', 'toxicroak']",Toxicroak,https://scrapeme.live/shop/Toxicroak/
"['pokemon', 'toxic mouth']","Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",2,2,2,50.7,145.0,7116,207,"['croagunk', 'dry skin', 'toxic mouth']",Croagunk,https://scrapeme.live/shop/Croagunk/
"['ogre scorpion', 'pokemon']",It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,4,4,4,135.6,72.0,6958,273,"['drapion', 'ogre scorpion', 'sniper']",Drapion,https://scrapeme.live/shop/Drapion/
"['pokemon', 'scorpion']",It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,2,2,2,26.5,51.0,8128,42,"['scorpion', 'skorupi', 'sniper']",Skorupi,https://scrapeme.live/shop/Skorupi/
"['heavyweight', 'pokemon']",It blasts internally stored sand from ports on its body to create a towering twister for attack.,6,6,6,661.4,140.0,4356,273,"['heavyweight', 'hippowdon', 'sand stream']",Hippowdon,https://scrapeme.live/shop/Hippowdon/
"['hippo', 'pokemon']",It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,2,2,2,109.1,189.0,2949,231,"['hippo', 'hippopotas', 'sand stream']",Hippopotas,https://scrapeme.live/shop/Hippopotas/
"['aura', 'pokemon']","By reading the auras of all things, it can tell how others are feeling from over half a mile away.",3,3,3,119.0,102.0,1059,24,"['aura', 'inner focus', 'lucario']",Lucario,https://scrapeme.live/shop/Lucario/
"['emanation', 'pokemon']",The aura that emanates from its body intensifies to alert others if it is afraid or sad.,2,2,2,44.5,70.0,6986,86,"['emanation', 'inner focus', 'riolu']",Riolu,https://scrapeme.live/shop/Riolu/
"['big eater', 'pokemon']",It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,2,2,2,231.5,190.0,3240,239,"['big eater', 'munchlax', 'pickup']",Munchlax,https://scrapeme.live/shop/Munchlax/
"['ogre darner', 'pokemon']",This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,6,6,6,113.5,121.0,6798,35,"['ogre darner', 'tinted lens', 'yanmega']",Yanmega,https://scrapeme.live/shop/Yanmega/
"['plasma', 'pokemon']",Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,1,1,1,0.7,42.0,3751,208,"['levitate', 'plasma', 'rotom']",Rotom,https://scrapeme.live/shop/Rotom/
"['pokemon', 'snow land']",Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,4,4,4,58.6,86.0,1920,67,"['froslass', 'snow cloak', 'snow land']",Froslass,https://scrapeme.live/shop/Froslass/
"['gripper', 'pokemon']",The antenna on its head captures radio waves from the world of spirits that command it to take people there.,7,7,7,235.0,158.0,1866,171,"['dusknoir', 'gripper', 'pressure']",Dusknoir,https://scrapeme.live/shop/Dusknoir/
"['compass', 'pokemon']",It freely controls three small units called Mini-Noses using magnetic force.,4,4,4,749.6,181.0,9871,141,"['compass', 'probopass', 'sturdy']",Probopass,https://scrapeme.live/shop/Probopass/
"['blade', 'pokemon']","A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",5,5,5,114.6,149.0,8023,271,"['blade', 'gallade', 'steadfast']",Gallade,https://scrapeme.live/shop/Gallade/
"['pokemon', 'twin tusk']",Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,8,8,8,641.5,104.0,6994,284,"['mamoswine', 'oblivious', 'twin tusk']",Mamoswine,https://scrapeme.live/shop/Mamoswine/
"['fang scorpion', 'pokemon']",Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,6,6,6,93.7,28.0,4537,60,"['fang scorpion', 'gliscor', 'sand veil']",Gliscor,https://scrapeme.live/shop/Gliscor/
"['fresh snow', 'pokemon']",It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,2,2,2,57.1,142.0,1234,27,"['fresh snow', 'glaceon', 'snow cloak']",Glaceon,https://scrapeme.live/shop/Glaceon/
"['pokemon', 'verdant']","Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",3,3,3,56.2,93.0,2585,295,"['leaf guard', 'leafeon', 'verdant']",Leafeon,https://scrapeme.live/shop/Leafeon/
"['jubilee', 'pokemon']",It shares many blessings with people who respect one another’s rights and avoid needless strife.,4,4,4,83.8,158.0,7955,208,"['jubilee', 'serene grace', 'togekiss']",Togekiss,https://scrapeme.live/shop/Togekiss/
"['blast', 'pokemon']","It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",5,5,5,149.9,200.0,4979,149,"['blast', 'flame body', 'magmortar']",Magmortar,https://scrapeme.live/shop/Magmortar/
"['pokemon', 'thunderbolt']","It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",5,5,5,305.6,61.0,5656,155,"['electivire', 'motor drive', 'thunderbolt']",Electivire,https://scrapeme.live/shop/Electivire/
"['pokemon', 'vine']","Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",6,6,6,283.5,108.0,8824,136,"['chlorophyll', 'tangrowth', 'vine']",Tangrowth,https://scrapeme.live/shop/Tangrowth/
"['drill', 'pokemon']",It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,7,7,7,623.5,79.0,1070,161,"['drill', 'lightning rod', 'rhyperior']",Rhyperior,https://scrapeme.live/shop/Rhyperior/
"['licking', 'pokemon']",Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,5,5,5,308.6,101.0,5442,125,"['lickilicky', 'licking', 'oblivious']",Lickilicky,https://scrapeme.live/shop/Lickilicky/
"['pokemon', 'seafaring']",It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,1,1,1,3.1,74.0,6259,186,"['hydration', 'manaphy', 'seafaring']",Manaphy,https://scrapeme.live/shop/Manaphy/
"['pokemon', 'sea drifter']","It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",1,1,1,6.8,155.0,9776,245,"['hydration', 'phione', 'sea drifter']",Phione,https://scrapeme.live/shop/Phione/
"['pokemon', 'regal']",It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,10,10,10,138.9,88.0,8781,164,"['overgrow', 'regal', 'serperior']",Serperior,https://scrapeme.live/shop/Serperior/
"['grass snake', 'pokemon']","When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",2,2,2,35.3,154.0,3149,82,"['grass snake', 'overgrow', 'servine']",Servine,https://scrapeme.live/shop/Servine/
"['grass snake', 'pokemon']","They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",2,2,2,17.9,102.0,6745,47,"['grass snake', 'overgrow', 'snivy']",Snivy,https://scrapeme.live/shop/Snivy/
"['pokemon', 'victory']","When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",1,1,1,8.8,109.0,1260,174,"['victini', 'victory', 'victory star']",Victini,https://scrapeme.live/shop/Victini/
"['alpha', 'pokemon']",It is told in mythology that this Pokémon was born before the universe even existed.,10,10,10,705.5,53.0,1626,72,"['alpha', 'arceus', 'multitype']",Arceus,https://scrapeme.live/shop/Arceus/
"['pitch-black', 'pokemon']",It can lull people to sleep and make them dream. It is active during nights of the new moon.,4,4,4,111.3,59.0,9841,223,"['bad dreams', 'darkrai', 'pitch-black']",Darkrai,https://scrapeme.live/shop/Darkrai/
"['lunar', 'pokemon']",Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,4,4,4,188.7,34.0,9194,16,"['cresselia', 'levitate', 'lunar']",Cresselia,https://scrapeme.live/shop/Cresselia/
"['colossal', 'pokemon']",There is an enduring legend that states this Pokémon towed continents with ropes.,12,12,12,925.9,77.0,7091,226,"['colossal', 'regigigas', 'slow start']",Regigigas,https://scrapeme.live/shop/Regigigas/
"['lava dome', 'pokemon']","Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",5,5,5,948.0,142.0,3485,120,"['flash fire', 'heatran', 'lava dome']",Heatran,https://scrapeme.live/shop/Heatran/
"['pokemon', 'spatial']",It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,13,13,13,740.8,151.0,7745,54,"['palkia', 'pressure', 'spatial']",Palkia,https://scrapeme.live/shop/Palkia/
"['pokemon', 'temporal']",It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,17,17,17,1505.8,179.0,5942,104,"['dialga', 'pressure', 'temporal']",Dialga,https://scrapeme.live/shop/Dialga/
"['pokemon', 'willpower']","It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",1,1,1,0.7,32.0,2350,233,"['azelf', 'levitate', 'willpower']",Azelf,https://scrapeme.live/shop/Azelf/
"['emotion', 'pokemon']",It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,1,1,1,0.7,25.0,3231,152,"['emotion', 'levitate', 'mesprit']",Mesprit,https://scrapeme.live/shop/Mesprit/
"['knowledge', 'pokemon']",It is said that its emergence gave humans the intelligence to improve their quality of life.,1,1,1,0.7,200.0,9949,138,"['knowledge', 'levitate', 'uxie']",Uxie,https://scrapeme.live/shop/Uxie/
"['high temp', 'pokemon']",This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,2,2,2,24.3,194.0,1740,247,"['gluttony', 'high temp', 'pansear']",Pansear,https://scrapeme.live/shop/Pansear/
"['pokemon', 'thorn monkey']","Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",3,3,3,67.2,98.0,5701,286,"['gluttony', 'simisage', 'thorn monkey']",Simisage,https://scrapeme.live/shop/Simisage/
"['grass monkey', 'pokemon']",It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,2,2,2,23.1,197.0,6206,195,"['gluttony', 'grass monkey', 'pansage']",Pansage,https://scrapeme.live/shop/Pansage/
"['cruel', 'pokemon']","Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",3,3,3,82.7,104.0,5653,32,"['cruel', 'liepard', 'limber']",Liepard,https://scrapeme.live/shop/Liepard/
"['devious', 'pokemon']","They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",1,1,1,22.3,167.0,5704,270,"['devious', 'limber', 'purrloin']",Purrloin,https://scrapeme.live/shop/Purrloin/
"['big-hearted', 'pokemon']",Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,3,3,3,134.5,37.0,6800,80,"['big-hearted', 'intimidate', 'stoutland']",Stoutland,https://scrapeme.live/shop/Stoutland/
"['loyal dog', 'pokemon']","It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",2,2,2,32.4,164.0,9141,227,"['herdier', 'intimidate', 'loyal dog']",Herdier,https://scrapeme.live/shop/Herdier/
"['pokemon', 'puppy']","Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",1,1,1,9.0,28.0,9237,29,"['lillipup', 'pickup', 'puppy']",Lillipup,https://scrapeme.live/shop/Lillipup/
"['lookout', 'pokemon']","When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",3,3,3,59.5,141.0,1555,294,"['keen eye', 'lookout', 'watchog']",Watchog,https://scrapeme.live/shop/Watchog/
"['pokemon', 'scout']","Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",1,1,1,25.6,116.0,2903,294,"['keen eye', 'patrat', 'scout']",Patrat,https://scrapeme.live/shop/Patrat/
"['formidable', 'pokemon']",One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,4,4,4,208.6,106.0,7758,279,"['formidable', 'samurott', 'torrent']",Samurott,https://scrapeme.live/shop/Samurott/
